stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,5,1,0,0,0
72hpf,0,0.85,0,0.56,0.28,0
21Day,0,0.37,0.37,2.22,0,0
3Month,0.1,0.52,0,0.42,0,0.31
22Month,0,0.41,0,0,0,0
