stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,2,0,0
72hpf,0,0,0,1.13,0.28,0.28
21Day,0,0.74,0.37,0.74,0,0
3Month,0.21,0,0.1,0,0,0
