stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,1,0,0
72hpf,0.56,0,0,0.28,0.56,0,0.28
21Day,1.85,0,0.74,0,0.37,0,0
3Month,3.02,0.31,0.52,0,0,0,0.1
22Month,0.41,0,0,0,0,0.14,0
