stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0.28,0,0,0
3Month,1.14,0.1,0.31,7.18,0.21,0,0,0.42
22Month,3.55,0,0.82,13.8,0.14,0.27,0.27,0.55
