stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0.28,0.28,0,1.13,0
21Day,0,0.74,0,0.37,0.37
3Month,0,0.83,0,0,0
22Month,0.41,0.27,0.14,0,0
