stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,0
72hpf,0,0,0,7.33,0,0.56
21Day,0.37,0,0,2.59,0,0.37
3Month,0.83,0.62,0.1,0,0.21,0.1
22Month,0.41,0.41,0,0.14,0,0.14
