stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,2,0,8,0,0,3
72hpf,0,0,0,0,4.79,0,0.28,0.56
21Day,1.85,0,0.74,0.37,2.22,0,0,2.59
3Month,3.22,0.73,0.83,0.21,0,0,0.31,0.31
22Month,1.91,0,0.27,0,0.14,0.14,0.27,0.27
