stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,0,0,0,0,1.97,0,0.28
21Day,0.37,0.37,0,0,2.22,0.74,0
3Month,1.56,0.73,0.52,4.58,0.31,0.1,0.31
22Month,1.09,1.23,0,0.96,0.14,0,0
