stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1
72hpf,0.28,0,0,0,1.69,0.28
21Day,0,0.37,0,0,1.11,0.37
3Month,0.42,0.31,0,0,0,0.1
22Month,7.65,0.55,0.27,0.14,0,0
