stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,1,0,0,8,0,1
72hpf,0,1.13,0,0,5.64,0,0.28
21Day,0.37,2.22,0.74,0.37,4.44,0.37,2.59
22Month,0.14,0.27,0,0,0,0,0
