stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,23,1,0,2,0,1,0,0,0
72hpf,14.09,0.28,0,0.28,0,0.85,0,0.28,0.28
21Day,12.58,0,0,1.11,0,2.22,0,0,0.74
3Month,14.87,1.98,0.42,2.18,0.21,0,0,0.21,0.1
22Month,3.69,3.28,0.14,1.5,0.27,0,0.14,0,0.27
