stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,0,0
72hpf,0.85,0.28,0,0,0.85,0,2.54
21Day,1.11,0,0,0.37,1.85,0,2.22
22Month,1.5,0,0.41,0,0,0.14,0.41
