stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,2,0,1
72hpf,0,8.17,0,0,0.85,1.69,0.28,1.97
21Day,0.74,1.11,0,0,0,1.11,0.37,1.85
3Month,0.1,1.25,0.62,0.21,0.73,0,0.62,0.1
22Month,0,0.55,0.27,0.14,0,0,0.14,0
