stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,5,0,0,1
72hpf,0,0.85,0,0,0,2.82,0,0,0.85
21Day,0,1.48,0,0,0,3.33,0,0,1.48
3Month,0,2.39,0.52,0.62,0.1,0.1,0,0.21,0.52
22Month,0.14,5.19,0.14,0.55,0.27,0,0.41,0.14,0.68
