stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
72hpf,0,0.56,0,0,0,0,0,0
21Day,0,0,0,0.74,0,0,0,0
3Month,0,7.18,0.1,0.21,1.46,0,0.21,0.21
22Month,0.14,8.47,0.27,0,2.05,0.14,0,0
