stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,0,1.69,0,0,0,0.56,0.28
21Day,0,1.85,0,0.37,0,0.37,0.74
3Month,0.1,1.46,0.1,0.31,0,0,0.1
22Month,0,1.09,0,0.96,0.14,0,0
