stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,2,0
72hpf,0,0.56,0,0,0,0,5.92,0.28
21Day,0,0.74,0.37,0,0.37,0.37,1.48,0.37
3Month,0.1,1.04,0,0.52,0.42,0.42,0,0.1
22Month,0,0.82,0,0,0,0,0.14,0
