stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,1,0,0,0,1,1,0
72hpf,0,0.85,0,0,0,0.85,0,1.69
21Day,0,1.11,0.37,0,0.37,0.37,0,0.37
3Month,0,1.87,0,0.42,0.31,0,0,0.62
22Month,0.27,3.69,0.14,0.68,0.55,0.14,0.14,0.68
