stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Stromal
72hpf,0,0.28,0,0,0,0,0.28
21Day,0,3.7,0,0,0.37,0,0.37
3Month,0.21,8.95,0.1,0.73,2.18,0.21,0.42
22Month,0,2.19,0,0,0.96,0,0
