stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,0,0,0,0.37,0.37,0,0,0.37
3Month,5.1,6.14,0.94,0.94,0,0,0.1,0.62
22Month,5.74,0.27,0.55,0.55,0,0.27,0,0.27
