stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,1,5,0,1
72hpf,0,0,0,0,0.28,0,0
21Day,0,0,0,0,0.74,0,0
3Month,1.66,7.8,0.31,0.1,0,0.1,0
22Month,0.14,1.5,0,0,0,0,0
