stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,19,0,0,0,0,0
72hpf,10.43,0,0,1.13,0,0
21Day,13.32,0,0,0.74,0.74,0.37
3Month,6.97,0.21,0.73,0,0,0.21
22Month,1.78,0,0.27,0,0,0
