stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,1,0
72hpf,0.28,0.28,0,0,0.56,0.85
21Day,0,1.85,0,0,0,5.18
3Month,0.1,8.95,0.42,0.1,0,1.04
22Month,0,0.96,0,0,0,0
