stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,1,1,0,0
72hpf,0.28,0,0,0,0.28,6.48,0,0.28
21Day,1.48,0.37,0,0,0,21.09,0,0.37
3Month,2.6,0,1.98,0.21,0,0,0,0.21
22Month,4.1,0,0.27,0.96,0.14,0.14,0.14,0.14
