stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0.28,2.54,0,0,0.56,0,0.56
21Day,0,1.11,0.37,0.74,0.37,0,0.37
3Month,0,1.25,0.31,0.1,0.1,0.1,0.1
22Month,0,1.64,0.68,0,0,0,0.41
