stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,4,0,0,13,0
72hpf,0,3.95,0,0,2.82,5.07
21Day,0.37,22.2,1.11,1.48,3.33,4.81
3Month,0,1.46,0,0.1,0,0.1
22Month,0.27,0.96,0,0,0,0.14
