stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,0,0,3,1,1
72hpf,0,2.82,1.97,0.56,0.28,2.82,1.13,1.97
21Day,0.37,2.59,4.81,4.44,0,2.22,1.11,1.11
22Month,0,0.68,0,0,0,0,0,0.14
