stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,26,0,1,0,0
72hpf,0.28,0,0,17.47,0,2.54,0,0.28
21Day,0,0,0,14.06,0,0.74,0,1.48
3Month,1.87,0.1,0.94,31.31,0.31,0.21,0.21,0.62
22Month,1.91,0.27,0.82,22.14,0,0.14,0,0.27
