stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,6,0,1,0
72hpf,1.41,0.28,0,0.56,0,1.13,0
21Day,4.44,0,0,1.48,0,0.74,0
3Month,1.14,0,0.21,1.77,0.1,0,0.21
22Month,1.09,0,0.14,0.68,0,0.14,0.14
