stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,4.79,0,0,0,0.56,0,0
21Day,2.59,0,0,0.37,0,0,0.37
3Month,96.42,1.14,1.66,0.42,0.31,0.73,0.52
22Month,5.33,0.96,0.14,0,0,0,0.68
