stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,1,0,0,0
72hpf,0,1.41,0,0,0,1.13,0,0,0
21Day,0,2.22,0,0,0.37,1.48,0,0.74,0.37
3Month,0.1,8.32,0,0.1,0.42,0.1,0,0,0.1
22Month,0.55,4.51,0.14,0,0.41,0,1.09,0.14,0
