stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0.85,0,0,0,0,2.25,0,0.56
21Day,1.11,0.37,0,0.74,0.37,3.7,0.37,0.74
3Month,0,0,0.94,0,0,0.1,0,0
22Month,0.96,0,0,0.27,0,0,0,0
