stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0.28,0,0
21Day,0.37,2.22,0.37,0,0,0
3Month,2.7,33.91,0.94,0.1,0.52,0.31
22Month,0.14,0.96,0,0,0,0.14
