stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,2,0,0,6,0,31,0,6
72hpf,0,2.54,0.56,0,0,0.56,19.45,0.28,3.1
21Day,0.74,1.85,0.37,0,0.37,1.11,18.87,0,9.62
3Month,0.62,0.62,0,0.52,0.42,0.83,0,0.21,0.21
22Month,2.73,2.87,0,0.41,0.41,0.27,1.5,0,0.41
