stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,2,0,0,0,2,0,2
72hpf,0,0.85,0,0,0.28,1.13,0,4.23
21Day,0,0.37,0,0.74,0.37,0,0,2.96
3Month,0,0.1,0.1,0.31,0,0,0,0.1
22Month,0.14,3.42,0,7.38,0.14,0,5.88,1.78
