stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,2,0,0,1,122,0,0
72hpf,0,2.54,0.85,0,0.56,122.32,0,3.38
21Day,0,2.96,0.74,0.37,0,33.67,1.48,0.37
