stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,10,0,0
72hpf,0,0.85,0,0,0,1.69,0,0
21Day,0,0.37,0.37,9.25,0,0.37,0,0.74
3Month,0.1,2.39,3.33,28.29,0.31,0,0.42,0.73
22Month,0,0.14,1.5,0.14,0,0,0,0
