stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,2,0,0,1
72hpf,0,0,0,0.28,1.13,0,0,0
21Day,0,0.37,0,0,0,0,0,0
3Month,0.94,3.12,0.1,0.1,0,0,0.1,0
22Month,0.55,1.91,0.14,0,0,0.14,0,0.14
