stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,4,0,1,16,0,3
72hpf,0,1.69,0,0,0.85,0,0.28
21Day,0,0.74,0.37,0,0.74,0,0.74
3Month,0.1,3.43,6.03,0.62,0.21,0.1,0.1
22Month,0,0.68,4.51,0.14,0,0,0
