stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,8,0,1
72hpf,0,3.95,0.56,0.28,0,1.13,36.36,5.07,25.65
21Day,0,1.11,0,0.74,0,2.22,8.51,0,8.88
3Month,0.1,2.91,0,0.62,0.52,0.1,1.14,0,1.98
22Month,0.27,8.2,0,0.41,1.37,0,0.41,0,0.82
