stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,7,0
72hpf,0,0.28,0.28,2.54,0.28
21Day,1.85,0.74,1.11,2.96,0.37
3Month,0.21,0.1,0,0,0
