stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0.28,0.28,0,0.28,15.5,0,0,0.28
21Day,0,0.37,0,0,12.95,0,0.74,2.22
3Month,0.1,1.66,0.31,0.42,0.1,0,0.1,0.83
22Month,0.14,6.7,0,0.68,0.14,0.27,0,0.96
