stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,2,0,2
72hpf,0,0,0,0,0,0.85,0.28,0
21Day,0,0,0,0,0,0.37,0,0.37
3Month,0.42,0,2.08,0.1,0.1,0,0.1,0
22Month,4.37,0.14,20.77,1.64,0,0,0.27,1.23
