stage,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0.56,0,0,2.82,0
21Day,0,0,0,1.11,0
3Month,0.21,0.42,0,0.31,0.1
22Month,0.55,0.27,0.14,1.09,0
