stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,3,0,0,9,0,2
72hpf,0.56,0,0,0.28,0,0
21Day,0.37,0,0,0,0,0
3Month,0.83,0.94,0.31,0,0,0.1
22Month,2.05,1.37,0,0,0.14,0.14
