stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,3,2,0,13,0,5
72hpf,1.13,0,0.28,5.36,0,1.41
21Day,1.48,0.37,0,2.22,0.37,1.48
22Month,0.14,0,0,0,0,0.27
