stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0.56,1.41,0.28,0,1.41,41.71,0,0.85
21Day,0,1.85,0.37,0.37,0.37,15.91,0.37,0.37
3Month,0,0.1,0,0.21,0,0.31,0,0
