stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,3,0,1
72hpf,0.56,0.28,0,0,1.41,0,0.56
21Day,0,0,0.37,0.37,2.22,0,0.74
3Month,0.42,0,0.52,0.21,0,0.1,0
