stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,2.54,0,0,0,0,0.28,0.28
21Day,3.33,0,0,0.37,0,0,0.37
3Month,4.37,0.21,0.21,1.14,0.31,0.1,0.31
22Month,1.64,0,0,0.82,0,0,0.27
