stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,12,0,0
72hpf,0.28,1.41,0.28,0,0.28,64.26,0,3.1
21Day,0,1.11,0,0.37,1.85,21.46,0.74,2.22
3Month,0,0.1,0,0,0,0.21,0,0
22Month,0.14,1.78,0,0.14,0,0,0,0
