stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0.56,0,0,0
3Month,0,1.35,0.21,0.31,0,0,0,0.52
22Month,0.14,9.7,0,1.5,0.14,0.27,0.14,0.27
