stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0.28,0,0,0,0,0,0
21Day,0,2.59,1.11,0,0.37,0.74,2.96,0,5.55
3Month,0,3.43,0,0.42,0.52,0,0,1.66,3.43
22Month,0.55,9.16,0,0,1.09,0.14,0.27,0.96,2.19
