stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,1,5,0,0,3
72hpf,1.97,1.13,0,1.41,141.21,0.28,0,1.69
21Day,5.55,2.59,2.96,0.74,75.11,0,3.7,2.22
3Month,0.1,0,0.1,0.1,0,0,0,0.1
22Month,1.64,0,0.14,0,0.82,0,0.14,0.14
