stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,1,93,1,0,2
72hpf,0,0.56,0,0.28,79.48,0,0,0.56
21Day,0,1.11,1.48,0,27.38,0,0.37,0
3Month,0,0.52,0,0,0.21,0,0,0
22Month,0.14,0.82,0,0,0.14,0,0.14,0
