stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0
21Day,0,0.74,0,0,0,0,0,0
3Month,3.33,0.1,49.62,1.98,0.21,0.1,0.31,0.52
22Month,0.68,0,0.55,0,0,0.14,0,0
