stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,0,1.41,0,0
21Day,0,0,0,0,0,0.74,0,0
3Month,0.1,4.37,0.21,0.1,0.21,0.42,0.1,0
22Month,0.27,5.19,0,1.23,0.14,0.41,0,1.91
