stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,5,35,2,0,11,14,186,6,50
72hpf,0,1.41,0.56,0.28,0,0.56,14.37,0,2.82
21Day,0,6.29,18.87,0,3.33,2.59,9.25,0,1.85
3Month,0,0.21,0,1.46,0.21,0,0,0,0
22Month,0,1.78,0.14,0.14,0.55,0,0,0.27,0.27
