stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0,0,0,1.41,0,0,7.61
21Day,0,0,0,1.48,0,0,6.66
3Month,0.94,0.83,0.42,0.1,0,0.1,0.62
22Month,3.01,0,0.68,0.82,0.14,0.14,0.14
