stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,1
72hpf,0.28,0.28,0,0,0.85,0,0
21Day,0,0,0,0.37,0,0,0.74
3Month,1.77,30.89,0.31,0.21,0.1,0.21,0.31
