stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0,5.07,0,0
21Day,0.74,0.37,0,0,5.18,0,0
3Month,0.73,0,0.21,0,0.1,0.21,0
22Month,2.05,0,0.14,0.41,0.14,0,0.27
