stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,4,2,0,0
72hpf,0,0,0,0,0.85,0,0,0
21Day,0,0,0,0.37,6.29,0,0.37,0.37
3Month,0,0.21,0.1,0.1,0.52,0,0,0.1
22Month,0.14,0.68,0.27,0,0,0,0,0.14
