stage,Epithelial,Germ,Immune,Muscle,Secretory,Stromal
21Day,0.37,0,0,0,0,0
3Month,1.04,0.1,0.73,0.1,0.1,0
22Month,0.82,0.14,0.41,0,0,0.14
