stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory
72hpf,0,0.56,0,0,0,0.56,0,0
21Day,0,3.7,0,0.37,0,0,0,0
3Month,0.1,21.32,0.42,0.42,0.42,0,0,0.1
22Month,0.14,18.72,0.14,0.55,0,0.14,0.41,0
