stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,2,2,37,0,0,6
72hpf,0.28,4.51,1.41,0.85,1.69,27.06,0.28,0.56,6.2
21Day,0,17.76,2.96,8.14,3.33,19.61,0,0.74,7.77
3Month,0,1.87,0,0.1,0.1,0,0,0,0
22Month,0,4.51,0,0.41,0,0,0.55,0,0
